FID,PAR20CD,PAR20NM,PAR20NMW,LAD20CD,LAD20NM
4548,E04004363,Leonard Stanley,,E07000082,Stroud
4549,E04004364,Longney and Epney,,E07000082,Stroud
4550,E04004366,Miserden,,E07000082,Stroud
4551,E04004367,Moreton Valence,,E07000082,Stroud
4552,E04004369,North Nibley,,E07000082,Stroud
4553,E04004370,Nympsfield,,E07000082,Stroud
4554,E04004371,Owlpen,,E07000082,Stroud
4555,E04004372,Painswick,,E07000082,Stroud
4556,E04004373,Pitchcombe,,E07000082,Stroud
4557,E04004374,Randwick and Westrip,,E07000082,Stroud
4558,E04004130,Great Canfield,,E07000077,Uttlesford
4559,E04004131,Great Chesterford,,E07000077,Uttlesford
4560,E04004183,Ampney St. Peter,,E07000079,Cotswold
4561,E04004236,Hazleton,,E07000079,Cotswold
4562,E04004431,Uckington,,E07000083,Tewkesbury
4563,E04004133,Great Easton,,E07000077,Uttlesford
4564,E04012380,Elkstone,,E07000079,Cotswold
4565,E04004080,Hockley,,E07000075,Rochford
4566,E04004184,Andoversford,,E07000079,Cotswold
4567,E04004237,Icomb,,E07000079,Cotswold
4568,E04004432,Winchcombe,,E07000083,Tewkesbury
4569,E04013005,Haresfield,,E07000082,Stroud
4570,E04004134,Great Hallingbury,,E07000077,Uttlesford
4571,E04012381,Fairford,,E07000079,Cotswold
4572,E04004081,Hullbridge,,E07000075,Rochford
4573,E04004185,Ashley,,E07000079,Cotswold
4574,E04004238,Kemble,,E07000079,Cotswold
4575,E04004433,Woodmancote,,E07000083,Tewkesbury
4576,E04013006,Hunts Grove,,E07000082,Stroud
4577,E04004135,Great Sampford,,E07000077,Uttlesford
4578,E04012382,Kempsford,,E07000079,Cotswold
4579,E04004082,Paglesham,,E07000075,Rochford
4580,E04004186,Aston Subedge,,E07000079,Cotswold
4581,E04004240,Kingscote,,E07000079,Cotswold
4582,E04004434,Gretton,,E07000083,Tewkesbury
4583,E04013007,Minchinhampton,,E07000082,Stroud
4584,E04004136,Hadstock,,E07000077,Uttlesford
4585,E04012383,Poole Keynes,,E07000079,Cotswold
4586,E04004083,Rochford,,E07000075,Rochford
4587,E04004187,Avening,,E07000079,Cotswold
4588,E04004241,Lechlade,,E07000079,Cotswold
4589,E04004435,Ashchurch Rural,,E07000083,Tewkesbury
4590,E04013008,Nailsworth,,E07000082,Stroud
4591,E04004137,Hatfield Broad Oak,,E07000077,Uttlesford
4592,E04012384,Preston,,E07000079,Cotswold
4593,E04004084,Stambridge,,E07000075,Rochford
4594,E04004085,Sutton,,E07000075,Rochford
4595,E04004086,Rawreth,,E07000075,Rochford
4596,E04004087,Rayleigh,,E07000075,Rochford
4597,E04004088,Alresford,,E07000076,Tendring
4598,E04004089,Ardleigh,,E07000076,Tendring
4599,E04004090,Beaumont-cum-Moze,,E07000076,Tendring
4600,E04004091,Bradfield,,E07000076,Tendring
4601,E04004092,Brightlingsea,,E07000076,Tendring
4602,E04004093,Elmstead,,E07000076,Tendring
4603,E04004094,Frating,,E07000076,Tendring
4604,E04004095,Frinton and Walton,,E07000076,Tendring
4605,E04004096,Great Bentley,,E07000076,Tendring
4606,E04004097,Great Bromley,,E07000076,Tendring
4607,E04004098,Great Oakley,,E07000076,Tendring
4608,E04004099,Harwich,,E07000076,Tendring
4609,E04004100,Lawford,,E07000076,Tendring
4610,E04004101,Little Bentley,,E07000076,Tendring
4611,E04004102,Little Bromley,,E07000076,Tendring
4612,E04004103,Little Clacton,,E07000076,Tendring
4613,E04004104,Little Oakley,,E07000076,Tendring
4614,E04004105,Manningtree,,E07000076,Tendring
4615,E04004106,Mistley,,E07000076,Tendring
4616,E04004107,Ramsey and Parkeston,,E07000076,Tendring
4617,E04004109,Tendring,,E07000076,Tendring
4618,E04004110,Thorpe-le-Soken,,E07000076,Tendring
4619,E04004111,Thorrington,,E07000076,Tendring
4620,E04004112,Weeley,,E07000076,Tendring
4621,E04004113,Wix,,E07000076,Tendring
4622,E04004114,Wrabness,,E07000076,Tendring
4623,E04012802,St Osyth,,E07000076,Tendring
4624,E04004115,Arkesden,,E07000077,Uttlesford
4625,E04004242,Little Rissington,,E07000079,Cotswold
4626,E04004188,Bagendon,,E07000079,Cotswold
4627,E04012385,Rodmarton,,E07000079,Cotswold
4628,E04004436,Northway,,E07000083,Tewkesbury
4629,E04004243,Longborough,,E07000079,Cotswold
4630,E04013009,Rodborough,,E07000082,Stroud
4631,E04004189,Barnsley,,E07000079,Cotswold
4632,E04012386,Siddington,,E07000079,Cotswold
4633,E04004437,Wheatpieces,,E07000083,Tewkesbury
4634,E04004244,Long Newnton,,E07000079,Cotswold
4635,E04004190,Barrington,,E07000079,Cotswold
4636,E04013010,Standish,,E07000082,Stroud
4637,E04012387,Somerford Keynes,,E07000079,Cotswold
4638,E04004138,Hatfield Heath,,E07000077,Uttlesford
4639,E04004438,Ashford Hill with Headley,,E07000084,Basingstoke and Deane
4640,E04004245,Lower Slaughter,,E07000079,Cotswold
4641,E04004191,Batsford,,E07000079,Cotswold
4642,E04013012,Stroud,,E07000082,Stroud
4643,E04012388,Tetbury,,E07000079,Cotswold
4644,E04004139,Hempstead,,E07000077,Uttlesford
4645,E04004439,Ashmansworth,,E07000084,Basingstoke and Deane
4646,E04004246,Maiseyhampton,,E07000079,Cotswold
4647,E04004192,Baunton,,E07000079,Cotswold
4648,E04013013,Upton St. Leonards,,E07000082,Stroud
4649,E04012389,Tetbury Upton,,E07000079,Cotswold
4650,E04004140,Henham,,E07000077,Uttlesford
4651,E04004440,Baughurst,,E07000084,Basingstoke and Deane
4652,E04004247,Maugersbury,,E07000079,Cotswold
4653,E04004193,Beverston,,E07000079,Cotswold
4654,E04013025,Cainscross,,E07000082,Stroud
4655,E04004294,Alvington,,E07000080,Forest of Dean
4656,E04004141,High Easter,,E07000077,Uttlesford
4657,E04004441,Bradley,,E07000084,Basingstoke and Deane
4658,E04004248,Mickleton,,E07000079,Cotswold
4659,E04004194,Bibury,,E07000079,Cotswold
4660,E04013026,Kingswood,,E07000082,Stroud
4661,E04004295,Awre,,E07000080,Forest of Dean
4662,E04004142,High Roothing,,E07000077,Uttlesford
4663,E04004442,Bramley,,E07000084,Basingstoke and Deane
4664,E04004443,Burghclere,,E07000084,Basingstoke and Deane
4665,E04004444,Candovers,,E07000084,Basingstoke and Deane
4666,E04004445,Chineham,,E07000084,Basingstoke and Deane
4667,E04004446,Cliddesden,,E07000084,Basingstoke and Deane
4668,E04004447,Deane,,E07000084,Basingstoke and Deane
4669,E04004448,Dummer,,E07000084,Basingstoke and Deane
4670,E04004449,East Woodhay,,E07000084,Basingstoke and Deane
4671,E04004450,"Ecchinswell, Sydmonton and Bishops Green",,E07000084,Basingstoke and Deane
4672,E04004451,Ellisfield,,E07000084,Basingstoke and Deane
4673,E04004452,Farleigh Wallop,,E07000084,Basingstoke and Deane
4674,E04004453,Hannington,,E07000084,Basingstoke and Deane
4675,E04004454,Hartley Wespall,,E07000084,Basingstoke and Deane
4676,E04004455,Herriard,,E07000084,Basingstoke and Deane
4677,E04004456,Highclere,,E07000084,Basingstoke and Deane
4678,E04004457,Hurstbourne Priors,,E07000084,Basingstoke and Deane
4679,E04004458,Kingsclere,,E07000084,Basingstoke and Deane
4680,E04004459,Laverstoke,,E07000084,Basingstoke and Deane
4681,E04004460,Litchfield and Woodcott,,E07000084,Basingstoke and Deane
4682,E04004461,Mapledurwell and Up Nately,,E07000084,Basingstoke and Deane
4683,E04004462,Monk Sherborne,,E07000084,Basingstoke and Deane
4684,E04004463,Mortimer West End,,E07000084,Basingstoke and Deane
4685,E04004296,Aylburton,,E07000080,Forest of Dean
4686,E04004195,Bledington,,E07000079,Cotswold
4687,E04013027,Stonehouse,,E07000082,Stroud
4688,E04004249,Moreton-in-Marsh,,E07000079,Cotswold
4689,E04004143,Langley,,E07000077,Uttlesford
4690,E04004297,Blaisdon,,E07000080,Forest of Dean
4691,E04004196,Blockley,,E07000079,Cotswold
4692,E04013028,Wotton-under-Edge,,E07000082,Stroud
4693,E04004250,Naunton,,E07000079,Cotswold
4694,E04004144,Leaden Roding,     ,E07000077,Uttlesford
4695,E04004298,Bromesberrow,,E07000080,Forest of Dean
4696,E04004197,Bourton-on-the-Hill,,E07000079,Cotswold
4697,E04004388,Alderton,,E07000083,Tewkesbury
4698,E04004251,North Cerney,,E07000079,Cotswold
4699,E04004145,Lindsell,,E07000077,Uttlesford
4700,E04004299,Churcham,,E07000080,Forest of Dean
4701,E04004198,Bourton-on-the-Water,,E07000079,Cotswold
4702,E04004389,Ashleworth,,E07000083,Tewkesbury
4703,E04004252,Northleach with Eastington,,E07000079,Cotswold
4704,E04004146,Little Bardfield,,E07000077,Uttlesford
4705,E04004300,Cinderford,,E07000080,Forest of Dean
4706,E04004199,Boxwell with Leighterton,,E07000079,Cotswold
4707,E04004390,Badgeworth,,E07000083,Tewkesbury
4708,E04004253,Notgrove,,E07000079,Cotswold
4709,E04004147,Little Canfield,,E07000077,Uttlesford
4710,E04004301,Coleford,,E07000080,Forest of Dean
4711,E04004200,Brimpsfield,,E07000079,Cotswold
4712,E04004391,Bishop's Cleeve,,E07000083,Tewkesbury
4713,E04004254,Oddington,,E07000079,Cotswold
4714,E04004148,Little Chesterford,,E07000077,Uttlesford
4715,E04004302,Corse,,E07000080,Forest of Dean
4716,E04004201,Broadwell,,E07000079,Cotswold
4717,E04004392,Boddington,,E07000083,Tewkesbury
4718,E04004255,Ozleworth,,E07000079,Cotswold
4719,E04004151,Little Hallingbury,,E07000077,Uttlesford
4720,E04004303,Drybrook,,E07000080,Forest of Dean
4721,E04004202,Chedworth,,E07000079,Cotswold
4722,E04004393,Brockworth,,E07000083,Tewkesbury
4723,E04004257,Poulton,,E07000079,Cotswold
4724,E04004152,Little Sampford,,E07000077,Uttlesford
4725,E04004304,Dymock,,E07000080,Forest of Dean
4726,E04004305,English Bicknor,,E07000080,Forest of Dean
4727,E04004306,Hartpury,,E07000080,Forest of Dean
4728,E04004307,Hewelsfield and Brockweir,,E07000080,Forest of Dean
4729,E04004308,Huntley,,E07000080,Forest of Dean
4730,E04004309,Kempley,,E07000080,Forest of Dean
4731,E04004310,Littledean,,E07000080,Forest of Dean
4732,E04004311,Longhope,,E07000080,Forest of Dean
4733,E04004312,Lydbrook,,E07000080,Forest of Dean
4734,E04004313,Lydney,,E07000080,Forest of Dean
4735,E04004314,Mitcheldean,,E07000080,Forest of Dean
4736,E04004203,Cherington,,E07000079,Cotswold
4737,E04004394,Buckland,,E07000083,Tewkesbury
4738,E04004259,Quenington,,E07000079,Cotswold
4739,E04004153,Littlebury,,E07000077,Uttlesford
4740,E04004204,Chipping Campden,,E07000079,Cotswold
4741,E04004395,Chaceley,,E07000083,Tewkesbury
4742,E04004260,Rendcomb,,E07000079,Cotswold
4743,E04004154,Manuden,,E07000077,Uttlesford
4744,E04004206,Clapton,,E07000079,Cotswold
4745,E04004396,Churchdown,,E07000083,Tewkesbury
4746,E04004262,Saintbury,,E07000079,Cotswold
4747,E04004155,Margaret Roding,,E07000077,Uttlesford
4748,E04004209,Cold Aston,,E07000079,Cotswold
4749,E04004397,Deerhurst,,E07000083,Tewkesbury
4750,E04004263,Sapperton,,E07000079,Cotswold
4751,E04004156,Newport,,E07000077,Uttlesford
4752,E04004211,Coln St. Aldwyns,,E07000079,Cotswold
4753,E04004398,Down Hatherley,,E07000083,Tewkesbury
4754,E04004264,Sevenhampton,,E07000079,Cotswold
4755,E04004157,Quendon and Rickling,,E07000077,Uttlesford
4756,E04004212,Coln St. Dennis,,E07000079,Cotswold
4757,E04004399,Dumbleton,,E07000083,Tewkesbury
4758,E04004265,Sezincote,,E07000079,Cotswold
4759,E04004158,Radwinter,,E07000077,Uttlesford
4760,E04004213,Compton Abdale,,E07000079,Cotswold
4761,E04004400,Elmstone Hardwicke,,E07000083,Tewkesbury
4762,E04004266,Sherborne,,E07000079,Cotswold
4763,E04004159,Saffron Walden,,E07000077,Uttlesford
4764,E04004214,Condicote,,E07000079,Cotswold
4765,E04004401,Forthampton,,E07000083,Tewkesbury
4766,E04004267,Shipton,,E07000079,Cotswold
4767,E04004161,Stebbing,,E07000077,Uttlesford
4768,E04004216,Cutsdean,,E07000079,Cotswold
4769,E04004402,Gotherington,,E07000083,Tewkesbury
4770,E04004268,Shipton Moyne,,E07000079,Cotswold
4771,E04004162,Strethall,,E07000077,Uttlesford
4772,E04004217,Daglingworth,,E07000079,Cotswold
4773,E04004403,Great Witcombe,,E07000083,Tewkesbury
4774,E04004271,South Cerney,,E07000079,Cotswold
4775,E04004218,Didmarton,,E07000079,Cotswold
4776,E04004163,Takeley,,E07000077,Uttlesford
4777,E04004404,Hasfield,,E07000083,Tewkesbury
4778,E04004272,Southrop,,E07000079,Cotswold
4779,E04004219,Donnington,,E07000079,Cotswold
4780,E04004164,Thaxted,,E07000077,Uttlesford
4781,E04004405,Hawling,,E07000083,Tewkesbury
4782,E04004273,Stow-on-the-Wold,,E07000079,Cotswold
4783,E04004165,Tilty,,E07000077,Uttlesford
4784,E04004406,Highnam,,E07000083,Tewkesbury
4785,E04004274,Swell,,E07000079,Cotswold
4786,E04004166,Ugley,,E07000077,Uttlesford
4787,E04004407,Hucclecote,,E07000083,Tewkesbury
4788,E04004275,Syde,,E07000079,Cotswold
4789,E04004167,Wenden Lofts,,E07000077,Uttlesford
4790,E04004408,Innsworth,,E07000083,Tewkesbury
4791,E04004276,Temple Guiting,,E07000079,Cotswold
4792,E04004168,Wendens Ambo,,E07000077,Uttlesford
4793,E04004409,Leigh,,E07000083,Tewkesbury
4794,E04004410,Longford,,E07000083,Tewkesbury
4795,E04004411,Maisemore,,E07000083,Tewkesbury
4796,E04004412,Minsterworth,,E07000083,Tewkesbury
4797,E04004413,Norton,,E07000083,Tewkesbury
4798,E04004279,Todenham,,E07000079,Cotswold
4799,E04004169,White Roothing,,E07000077,Uttlesford
4800,E04004170,Wicken Bonhunt,,E07000077,Uttlesford
4801,E04004655,Bramdean and Hinton Ampner,,E07000094,Winchester
4802,E04004656,Cheriton,,E07000094,Winchester
4803,E04004657,Chilcomb,,E07000094,Winchester
4804,E04004658,Colden Common,,E07000094,Winchester
4805,E04004659,Compton and Shawford,,E07000094,Winchester
4806,E04004660,Corhampton and Meonstoke,,E07000094,Winchester
4807,E04004661,Crawley,,E07000094,Winchester
4808,E04004662,Curdridge,,E07000094,Winchester
4809,E04004664,Droxford,,E07000094,Winchester
4810,E04004665,Durley,,E07000094,Winchester
4811,E04004666,Exton,,E07000094,Winchester
4812,E04004667,Hambledon,,E07000094,Winchester
4813,E04004668,Headbourne Worthy,,E07000094,Winchester
4814,E04004669,Hursley,,E07000094,Winchester
4815,E04004670,Itchen Stoke and Ovington,,E07000094,Winchester
4816,E04004671,Itchen Valley,,E07000094,Winchester
4817,E04004672,Kilmiston,,E07000094,Winchester
4818,E04004673,Kings Worthy,,E07000094,Winchester
4819,E04004674,Littleton and Harestock,,E07000094,Winchester
4820,E04004675,Micheldever,,E07000094,Winchester
4821,E04004676,New Alresford,,E07000094,Winchester
4822,E04004677,Northington,,E07000094,Winchester
4823,E04004678,Old Alresford,,E07000094,Winchester
4824,E04004679,Olivers Battery,,E07000094,Winchester
4825,E04004680,Otterbourne,,E07000094,Winchester
4826,E04004681,Owslebury,,E07000094,Winchester
4827,E04004682,Shedfield,,E07000094,Winchester
4828,E04004464,Newnham,,E07000084,Basingstoke and Deane
4829,E04004683,Soberton,,E07000094,Winchester
4830,E04004685,South Wonston,,E07000094,Winchester
4831,E04004686,Sparsholt,,E07000094,Winchester
4832,E04004687,Swanmore,,E07000094,Winchester
4833,E04004513,Lindford,,E07000085,East Hampshire
4834,E04004465,Newtown,,E07000084,Basingstoke and Deane
4835,E04004688,Tichborne,,E07000094,Winchester
4836,E04004466,North Waltham,,E07000084,Basingstoke and Deane
4837,E04004514,Liss,,E07000085,East Hampshire
4838,E04004689,Twyford,,E07000094,Winchester
4839,E04004467,Nutley,,E07000084,Basingstoke and Deane
4840,E04004515,Medstead,,E07000085,East Hampshire
4841,E04004690,Upham,,E07000094,Winchester
4842,E04004468,Oakley,,E07000084,Basingstoke and Deane
4843,E04004516,Newton Valence,,E07000085,East Hampshire
4844,E04004691,Warnford,,E07000094,Winchester
4845,E04004469,Old Basing and Lychpit,,E07000084,Basingstoke and Deane
4846,E04004518,Ropley,,E07000085,East Hampshire
4847,E04004692,West Meon,,E07000094,Winchester
4848,E04004470,Overton,,E07000084,Basingstoke and Deane
4849,E04004519,Rowlands Castle,,E07000085,East Hampshire
4850,E04004693,Wickham,,E07000094,Winchester
4851,E04004471,Pamber,,E07000084,Basingstoke and Deane
4852,E04004520,Selborne,,E07000085,East Hampshire
4853,E04004694,Wonston,,E07000094,Winchester
4854,E04004472,Popham,,E07000084,Basingstoke and Deane
4855,E04004521,Shalden,,E07000085,East Hampshire
4856,E04004695,Whiteley,,E07000094,Winchester
4857,E04004473,Preston Candover,,E07000084,Basingstoke and Deane
4858,E04004522,Steep,,E07000085,East Hampshire
4859,E04012911,Denmead,,E07000094,Winchester
4860,E04004814,Sarratt,,E07000102,Three Rivers
4861,E04004556,Boldre,,E07000091,New Forest
4862,E04004869,Bishopsbourne,,E07000106,Canterbury
4863,E04004704,Little Gaddesden,,E07000096,Dacorum
4864,E04004476,Silchester,,E07000084,Basingstoke and Deane
4865,E04004477,St. Mary Bourne,,E07000084,Basingstoke and Deane
4866,E04004478,Steventon,,E07000084,Basingstoke and Deane
4867,E04004479,Stratfield Saye,,E07000084,Basingstoke and Deane
4868,E04004480,Stratfield Turgis,,E07000084,Basingstoke and Deane
4869,E04004481,Tadley,,E07000084,Basingstoke and Deane
4870,E04004482,Tunworth,,E07000084,Basingstoke and Deane
4871,E04004483,Upton Grey,,E07000084,Basingstoke and Deane
4872,E04004484,Weston Corbett,,E07000084,Basingstoke and Deane
4873,E04004485,Weston Patrick,,E07000084,Basingstoke and Deane
4874,E04004486,Whitchurch,,E07000084,Basingstoke and Deane
4875,E04004487,Winslade,,E07000084,Basingstoke and Deane
4876,E04004488,Wootton St. Lawrence,,E07000084,Basingstoke and Deane
4877,E04004489,Rooksdown,,E07000084,Basingstoke and Deane
4878,E04012234,Sherborne St John,,E07000084,Basingstoke and Deane
4879,E04012645,Sherfield on Loddon,,E07000084,Basingstoke and Deane
4880,E04012646,Sherfield Park,,E07000084,Basingstoke and Deane
4881,E04004490,Alton,,E07000085,East Hampshire
4882,E04004491,Bentley,,E07000085,East Hampshire
4883,E04004492,Bentworth,,E07000085,East Hampshire
4884,E04004493,Binsted,,E07000085,East Hampshire
4885,E04004494,Bramshott and Liphook,,E07000085,East Hampshire
4886,E04004495,Buriton,,E07000085,East Hampshire
4887,E04004496,Chawton,,E07000085,East Hampshire
4888,E04004497,Clanfield,,E07000085,East Hampshire
4889,E04004498,Colemore and Priors Dean,,E07000085,East Hampshire
4890,E04004499,East Meon,,E07000085,East Hampshire
4891,E04004500,East Tisted,,E07000085,East Hampshire
4892,E04004501,Farringdon,,E07000085,East Hampshire
4893,E04004502,Four Marks,,E07000085,East Hampshire
4894,E04004503,Froxfield and Privett,,E07000085,East Hampshire
4895,E04004504,Froyle,,E07000085,East Hampshire
4896,E04004505,Grayshott,,E07000085,East Hampshire
4897,E04004506,Greatham,,E07000085,East Hampshire
4898,E04004507,Hawkley,,E07000085,East Hampshire
4899,E04004508,Headley,,E07000085,East Hampshire
4900,E04004509,Horndean,,E07000085,East Hampshire
4901,E04004510,Kingsley,,E07000085,East Hampshire
4902,E04004511,Langrish,,E07000085,East Hampshire
4903,E04004512,Lasham,,E07000085,East Hampshire
4904,E04004616,Kings Somborne,,E07000093,Test Valley
4905,E04004815,Watford Rural,,E07000102,Three Rivers
4906,E04004557,Bramshaw,,E07000091,New Forest
4907,E04004871,Chartham,,E07000106,Canterbury
4908,E04004705,Markyate,,E07000096,Dacorum
4909,E04012912,Newlands,,E07000094,Winchester
4910,E04004523,West Tisted,,E07000085,East Hampshire
4911,E04012293,Croxley Green,,E07000102,Three Rivers
4912,E04004617,Leckford,,E07000093,Test Valley
4913,E04004558,Bransgore,,E07000091,New Forest
4914,E04004874,Fordwich,,E07000106,Canterbury
4915,E04004706,Nash Mills,,E07000096,Dacorum
4916,E04012913,Southwick and Widley,,E07000094,Winchester
4917,E04004524,Whitehill,,E07000085,East Hampshire
4918,E04012658,Batchworth,,E07000102,Three Rivers
4919,E04004618,Linkenholt,,E07000093,Test Valley
4920,E04004560,Brockenhurst,,E07000091,New Forest
4921,E04004875,Hackington,,E07000106,Canterbury
4922,E04004707,Nettleden with Potten End,,E07000096,Dacorum
4923,E04004696,Aldbury,,E07000096,Dacorum
4924,E04004525,Wield,,E07000085,East Hampshire
4925,E04004824,Aldington,,E07000105,Ashford
4926,E04004619,Little Somborne,,E07000093,Test Valley
4927,E04004561,Burley,,E07000091,New Forest
4928,E04004876,Harbledown and Rough Common,,E07000106,Canterbury
4929,E04004877,Hoath,,E07000106,Canterbury
4930,E04004879,Kingston,,E07000106,Canterbury
4931,E04004880,Littlebourne,,E07000106,Canterbury
4932,E04004882,Petham,,E07000106,Canterbury
4933,E04004885,Thanington,,E07000106,Canterbury
4934,E04004886,Upper Hardres,,E07000106,Canterbury
4935,E04004887,Waltham,,E07000106,Canterbury
4936,E04004890,Womenswold,,E07000106,Canterbury
4937,E04004891,Herne and Broomfield,,E07000106,Canterbury
4938,E04012939,Bekesbourne-with-Patrixbourne,,E07000106,Canterbury
4939,E04012940,Blean,,E07000106,Canterbury
4940,E04012941,Bridge,,E07000106,Canterbury
4941,E04012942,Chestfield,,E07000106,Canterbury
4942,E04012943,Chislet,,E07000106,Canterbury
4943,E04012944,Hersden,,E07000106,Canterbury
4944,E04012945,Ickham and Well,,E07000106,Canterbury
4945,E04012946,Lower Hardres and Nackington,,E07000106,Canterbury
4946,E04012947,Sturry,,E07000106,Canterbury
4947,E04012948,Westbere,,E07000106,Canterbury
4948,E04012949,Wickhambreaux,,E07000106,Canterbury
4949,E04004892,Bean,,E07000107,Dartford
4950,E04004897,Sutton-at-Hone and Hawley,,E07000107,Dartford
4951,E04012918,Darenth,,E07000107,Dartford
4952,E04012919,Longfield and New Barn,,E07000107,Dartford
4953,E04012920,Southfleet,,E07000107,Dartford
4954,E04012921,Stone,,E07000107,Dartford
4955,E04012922,Swanscombe and Greenhithe,,E07000107,Dartford
4956,E04012923,Wilmington,,E07000107,Dartford
4957,E04004900,Alkham,,E07000108,Dover
4958,E04004901,Ash,,E07000108,Dover
4959,E04004902,Aylesham,,E07000108,Dover
4960,E04004903,Capel-le-Ferne,,E07000108,Dover
4961,E04004904,Denton with Wootton,,E07000108,Dover
4962,E04004905,Eastry,,E07000108,Dover
4963,E04004906,Eythorne,,E07000108,Dover
4964,E04004907,Goodnestone,,E07000108,Dover
4965,E04004908,Guston,,E07000108,Dover
4966,E04004909,Hougham Without,,E07000108,Dover
4967,E04004910,Langdon,,E07000108,Dover
4968,E04004911,Lydden,,E07000108,Dover
4969,E04004912,Nonington,,E07000108,Dover
4970,E04004913,Northbourne,,E07000108,Dover
4971,E04004914,Preston,,E07000108,Dover
4972,E04004915,Ringwould with Kingsdown,,E07000108,Dover
4973,E04004916,Ripple,,E07000108,Dover
4974,E04004697,Berkhamsted,,E07000096,Dacorum
4975,E04004698,Bovingdon,,E07000096,Dacorum
4976,E04004620,Lockerley,,E07000093,Test Valley
4977,E04004699,Chipperfield,,E07000096,Dacorum
4978,E04004526,Worldham,,E07000085,East Hampshire
4979,E04004708,Northchurch,,E07000096,Dacorum
4980,E04004562,Copythorne,,E07000091,New Forest
4981,E04004622,Longstock,,E07000093,Test Valley
4982,E04004700,Flamstead,,E07000096,Dacorum
4983,E04004527,Stroud,,E07000085,East Hampshire
4984,E04004709,Tring,,E07000096,Dacorum
4985,E04004825,Appledore,,E07000105,Ashford
4986,E04004563,Damerham,,E07000091,New Forest
4987,E04004624,Michelmersh and Timsbury,,E07000093,Test Valley
4988,E04004701,Flaunden,,E07000096,Dacorum
4989,E04004528,Beech,,E07000085,East Hampshire
4990,E04004710,Tring Rural,,E07000096,Dacorum
4991,E04004827,Biddenden,,E07000105,Ashford
4992,E04004564,Denny Lodge,,E07000091,New Forest
4993,E04004625,Monxton,,E07000093,Test Valley
4994,E04004702,Great Gaddesden,,E07000096,Dacorum
4995,E04012251,Petersfield,,E07000085,East Hampshire
4996,E04004711,Wigginton,,E07000096,Dacorum
4997,E04004828,Bilsington,,E07000105,Ashford
4998,E04004565,East Boldre,,E07000091,New Forest
4999,E04004566,"Ellingham, Harbridge and Ibsley",,E07000091,New Forest
5000,E04004567,Exbury and Lepe,,E07000091,New Forest
5001,E04004568,Fawley,,E07000091,New Forest
5002,E04004570,Hale,,E07000091,New Forest
5003,E04004571,Hordle,,E07000091,New Forest
5004,E04004572,Hyde,,E07000091,New Forest
5005,E04004573,Hythe and Dibden,,E07000091,New Forest
5006,E04004574,Lymington and Pennington,,E07000091,New Forest
5007,E04004575,Lyndhurst,,E07000091,New Forest
5008,E04004576,Marchwood,,E07000091,New Forest
5009,E04004577,Martin,,E07000091,New Forest
5010,E04004578,Milford-on-sea,,E07000091,New Forest
5011,E04004579,Minstead,,E07000091,New Forest
5012,E04004580,Netley Marsh,,E07000091,New Forest
5013,E04004581,New Milton,,E07000091,New Forest
5014,E04004582,Ringwood,,E07000091,New Forest
5015,E04004583,Rockbourne,,E07000091,New Forest
5016,E04004584,Sandleheath,,E07000091,New Forest
5017,E04004585,Sopley,,E07000091,New Forest
5018,E04004586,Sway,,E07000091,New Forest
5019,E04004587,Totton and Eling,,E07000091,New Forest
5020,E04004588,Whitsbury,,E07000091,New Forest
5021,E04004589,Woodgreen,,E07000091,New Forest
5022,E04012144,Breamore,,E07000091,New Forest
5023,E04012145,Fordingbridge,,E07000091,New Forest
5024,E04012146,Godshill,,E07000091,New Forest
5025,E04004593,Amport,,E07000093,Test Valley
5026,E04004595,Ashley,,E07000093,Test Valley
5027,E04004598,Bossington,,E07000093,Test Valley
5028,E04004600,Broughton,,E07000093,Test Valley
5029,E04004601,Buckholt,,E07000093,Test Valley
5030,E04004602,Bullington,,E07000093,Test Valley
5031,E04004604,Chilbolton,,E07000093,Test Valley
5032,E04004606,East Dean,,E07000093,Test Valley
5033,E04004607,East Tytherley,,E07000093,Test Valley
5034,E04004608,Faccombe,,E07000093,Test Valley
5035,E04004609,Frenchmoor,,E07000093,Test Valley
5036,E04004610,Fyfield,,E07000093,Test Valley
5037,E04004613,Houghton,,E07000093,Test Valley
5038,E04004614,Hurstbourne Tarrant,,E07000093,Test Valley
5039,E04004615,Kimpton,,E07000093,Test Valley
5040,E04004703,Kings Langley,,E07000096,Dacorum
5041,E04004626,Mottisfont,,E07000093,Test Valley
5042,E04012252,Sheet,,E07000085,East Hampshire
5043,E04004829,Bonnington,,E07000105,Ashford
5044,E04004629,Nursling and Rownhams,,E07000093,Test Valley
5045,E04004529,Botley,,E07000086,Eastleigh
5046,E04004830,Boughton Aluph,,E07000105,Ashford
5047,E04004632,Penton Mewsey,,E07000093,Test Valley
5048,E04004536,Bishopstoke,,E07000086,Eastleigh
5049,E04004831,Brabourne,,E07000105,Ashford
5050,E04004634,Romsey,,E07000093,Test Valley
5051,E04012048,Allbrook,,E07000086,Eastleigh
5052,E04004832,Brook,,E07000105,Ashford
5053,E04004762,Aldenham,,E07000098,Hertsmere
5054,E04004637,Shipton Bellinger,,E07000093,Test Valley
5055,E04012049,Chandler's Ford,,E07000086,Eastleigh
5056,E04004833,Challock,,E07000105,Ashford
5057,E04004763,Elstree and Borehamwood,,E07000098,Hertsmere
5058,E04004639,Stockbridge,,E07000093,Test Valley
5059,E04012905,Bursledon,,E07000086,Eastleigh
